Timestamp,EMG_Value
1.4328081607818604,498.0
1.604691743850708,353.0
1.6672041416168213,558.0
1.7140767574310303,402.0
1.7609505653381348,645.0
1.807835578918457,532.0
1.8703107833862305,650.0
1.9171996116638184,649.0
1.9640922546386719,650.0
2.010936737060547,647.0
2.0644216537475586,366.0
2.7605319023132324,91.0
2.893608570098877,195.0
2.960235357284546,55.0
3.0344624519348145,275.0
3.0889415740966797,118.0
3.1514530181884766,306.0
3.1983277797698975,165.0
3.260789632797241,308.0
3.3076560497283936,243.0
3.4014406204223633,349.0
3.463939666748047,305.0
3.5420849323272705,363.0
3.6045751571655273,340.0
3.651407480239868,356.0
3.7139391899108887,390.0
3.760814666748047,353.0
3.792078971862793,444.0
3.838939666748047,380.0
3.885829210281372,493.0
3.9326889514923096,410.0
3.9795639514923096,568.0
4.026438474655151,452.0
4.073285818099976,634.0
4.121011734008789,502.0
4.167890310287476,648.0
4.214765787124634,591.0
4.261640787124634,649.0
4.308530330657959,647.0
4.355386257171631,649.0
4.402264833450317,650.0
4.44915509223938,650.0
4.5116636753082275,649.0
4.5585150718688965,650.0
4.605398893356323,650.0
4.652239799499512,650.0
4.714781999588013,649.0
4.761641263961792,649.0
4.8085174560546875,650.0
4.855386257171631,649.0
4.902268648147583,650.0
4.95561408996582,649.0
5.002530574798584,650.0
5.06501317024231,651.0
5.1119043827056885,649.0
5.174404621124268,650.0
5.221277952194214,650.0
5.2837629318237305,649.0
5.330640554428101,649.0
5.37752890586853,649.0
5.42438817024231,649.0
5.486904859542847,649.0
5.533764600753784,650.0
5.580652952194214,650.0
5.62751317024231,649.0
5.67440128326416,650.0
5.705651044845581,649.0
5.752527952194214,646.0
5.799402236938477,649.0
5.846263408660889,605.0
5.893137216567993,648.0
5.9400365352630615,582.0
5.9869065284729,647.0
6.018137693405151,565.0
6.065014362335205,647.0
6.111905336380005,560.0
6.158763408660889,648.0
6.205644607543945,547.0
6.252528429031372,648.0
6.299359321594238,541.0
6.346278429031372,647.0
6.39314079284668,503.0
6.44002890586853,647.0
6.486914396286011,487.0
6.53377890586853,646.0
6.5806379318237305,466.0
6.627500295639038,646.0
6.6744043827056885,450.0
6.72127628326416,639.0
6.768153190612793,432.0
6.830639362335205,619.0
6.877528429031372,437.0
6.924361228942871,591.0
6.971278429031372,439.0
7.0181543827056885,553.0
7.064985513687134,437.0
7.112446308135986,517.0
7.1593616008758545,413.0
7.206261157989502,465.0
7.253112077713013,648.0
7.299986839294434,648.0
7.346878290176392,650.0
7.3937506675720215,649.0
7.440627336502075,650.0
7.487452268600464,649.0
7.534377574920654,651.0
7.581251621246338,650.0
7.628111362457275,646.0
7.674986839294434,448.0
7.7218334674835205,554.0
7.768736362457275,420.0
7.831246376037598,600.0
7.878083944320679,378.0
7.924987554550171,620.0
7.9718334674835205,432.0
8.018757820129395,648.0
8.065612316131592,462.0
8.112680435180664,646.0
8.159598112106323,452.0
8.206473588943481,646.0
8.253348112106323,478.0
8.300210237503052,648.0
8.362685680389404,501.0
8.40958571434021,647.0
8.472098588943481,557.0
8.534589290618896,649.0
8.581461429595947,646.0
8.643984317779541,650.0
8.690807104110718,648.0
8.737724542617798,650.0
8.784598112106323,649.0
8.83145785331726,651.0
8.909554719924927,651.0
8.972052335739136,651.0
9.034582614898682,651.0
9.081457138061523,651.0
9.159782648086548,649.0
9.222270250320435,646.0
9.28477168083191,369.0
9.347292423248291,177.0
9.409759998321533,89.0
13.331978559494019,372.0
13.378900051116943,651.0
13.425775289535522,651.0
13.472663640975952,650.0
13.519510269165039,651.0
13.56640100479126,649.0
13.628853797912598,650.0
13.70697832107544,650.0
13.769498586654663,650.0
13.816399097442627,650.0
13.863274335861206,651.0
13.91013479232788,649.0
13.957059383392334,646.0
14.00388789176941,644.0
14.050759315490723,486.0
14.11327576637268,637.0
14.160143375396729,428.0
14.206986665725708,565.0
14.269497871398926,356.0
14.31638765335083,437.0
14.363277435302734,367.0
14.425774574279785,466.0
14.47262692451477,376.0
14.519495248794556,492.0
14.566401720046997,532.0
14.613261222839355,565.0
14.660134553909302,36.0
15.769862651824951,507.0
15.816738367080688,650.0
15.863612413406372,650.0
15.926127910614014,651.0
15.973002910614014,649.0
16.03550672531128,651.0
16.082363605499268,651.0
16.12945318222046,650.0
16.176326751708984,649.0
16.223202228546143,642.0
16.2700777053833,342.0
16.316936016082764,324.0
16.379438638687134,332.0
16.426311016082764,333.0
16.47320008277893,329.0
16.53572106361389,331.0
16.5825777053833,328.0
16.629435777664185,331.0
16.676327228546143,324.0
16.738811254501343,330.0
16.785701990127563,327.0
16.8325777053833,331.0
16.87943959236145,347.0
16.926326513290405,651.0
16.9888117313385,651.0
17.03570055961609,650.0
17.082560300827026,650.0
17.12974190711975,651.0
17.17660093307495,649.0
17.239101886749268,649.0
17.285990476608276,649.0
17.33286690711975,651.0
17.395367860794067,651.0
17.457822561264038,650.0
17.52031970024109,649.0
17.567225217819214,649.0
17.645347356796265,649.0
17.69224190711975,650.0
17.739113330841064,218.0
17.895353317260742,192.0
17.942225456237793,61.0
17.98911714553833,624.0
18.03599524497986,533.0
18.082850456237793,649.0
18.14562225341797,650.0
18.192480325698853,651.0
18.239370346069336,650.0
18.286246299743652,649.0
18.333121299743652,651.0
18.395620584487915,651.0
18.442481994628906,650.0
18.48935604095459,650.0
18.536244869232178,650.0
18.59873080253601,648.0
18.645576000213623,300.0
18.70810556411743,115.0
20.614744663238525,3.0
20.661602020263672,313.0
20.70847725868225,330.0
20.770994186401367,323.0
20.817850589752197,327.0
20.880351305007935,325.0
20.92722749710083,329.0
20.989731550216675,327.0
21.052228450775146,329.0
21.099102020263672,326.0
21.14615488052368,330.0
21.208669424057007,326.0
21.25553035736084,331.0
21.30241894721985,264.0
21.34928274154663,168.0
21.411781549453735,184.0
21.474279403686523,129.0
21.52117109298706,124.0
21.583625555038452,102.0
21.630545139312744,88.0
21.677419662475586,94.0
21.739920139312744,24.0
21.786794424057007,54.0
21.89617085456848,35.0
24.115432024002075,649.0
24.16236686706543,651.0
24.209226369857788,651.0
24.256101369857788,650.0
24.302974462509155,651.0
24.34982442855835,651.0
24.396742582321167,649.0
24.44361710548401,650.0
24.49047613143921,649.0
24.53735327720642,649.0
24.584221839904785,522.0
24.63110089302063,574.0
24.677991151809692,384.0
24.724852085113525,471.0
24.77253270149231,218.0
24.81942868232727,286.0
24.881879329681396,63.0
24.928807735443115,110.0
25.928802967071533,651.0
25.97565269470215,651.0
26.022520065307617,651.0
26.069411754608154,650.0
26.131905555725098,649.0
26.178787231445312,651.0
26.225677728652954,649.0
26.27255082130432,392.0
26.319425582885742,311.0
26.36630916595459,329.0
26.413162231445312,332.0
26.460052251815796,329.0
26.506911277770996,331.0
26.553801774978638,328.0
26.600679636001587,329.0
26.64755344390869,328.0
26.694416999816895,330.0
26.756927728652954,330.0
26.803786277770996,331.0
26.850677251815796,331.0
26.89753293991089,420.0
26.944411754608154,242.0
26.99128746986389,376.0
27.03816246986389,182.0
27.08503770828247,318.0
27.13257670402527,145.0
27.17944860458374,285.0
27.226332902908325,100.0
27.273209810256958,236.0
27.32008671760559,59.0
27.366962432861328,216.0
27.413829565048218,2.0
27.460696697235107,94.0
28.226674795150757,148.0
28.27356505393982,288.0
28.3360652923584,217.0
28.38292622566223,168.0
28.429799556732178,193.0
28.476691007614136,172.0
28.523573637008667,64.0
28.5704448223114,88.0
28.617299795150757,72.0
28.664180278778076,153.0
28.711050033569336,126.0
28.75793957710266,231.0
28.80481266975403,235.0
28.85168957710266,440.0
28.89857316017151,638.0
28.961064338684082,651.0
29.007941246032715,650.0
29.054800510406494,649.0
29.101677656173706,651.0
29.148858547210693,651.0
29.195727586746216,651.0
29.242615222930908,650.0
29.289490938186646,650.0
29.33634924888611,650.0
29.398855447769165,651.0
29.445725679397583,650.0
29.49259877204895,649.0
29.53948950767517,651.0
29.586365699768066,649.0
29.633240699768066,651.0
29.68010902404785,650.0
29.726995944976807,651.0
29.789490222930908,651.0
29.836365222930908,651.0
29.883224964141846,650.0
29.9301118850708,649.0
29.992600440979004,650.0
30.039488077163696,650.0
30.08634901046753,651.0
30.133429527282715,650.0
30.19592595100403,651.0
30.24280047416687,651.0
30.289692163467407,651.0
30.35219120979309,650.0
30.399055004119873,651.0
30.46158218383789,649.0
30.508426904678345,651.0
30.570927381515503,649.0
30.617801427841187,651.0
30.664698839187622,651.0
30.71156620979309,651.0
30.75842523574829,650.0
30.820926904678345,650.0
30.867807626724243,629.0
30.914682626724243,419.0
30.96155047416687,184.0
31.02406644821167,216.0
31.07094430923462,10.0
31.133903741836548,75.0
34.009135007858276,649.0
34.071677446365356,651.0
34.1185405254364,649.0
34.165425062179565,650.0
34.227927684783936,650.0
34.274789810180664,650.0
34.321677684783936,651.0
34.36851477622986,651.0
34.431036710739136,650.0
34.477911949157715,649.0
34.540427446365356,650.0
34.587313413619995,649.0
34.634162187576294,650.0
34.696674823760986,651.0
34.74355387687683,650.0
34.79041266441345,650.0
34.85291790962219,650.0
34.899786710739136,631.0
34.96228766441345,648.0
35.009177684783936,650.0
35.056050539016724,651.0
35.102927446365356,649.0
35.16576910018921,651.0
35.212626934051514,650.0
35.259546756744385,650.0
35.32199668884277,650.0
35.368865728378296,651.0
35.41578459739685,650.0
35.4782817363739,649.0
35.52516007423401,651.0
35.57201814651489,649.0
35.63453555107117,650.0
35.69701862335205,650.0
35.74391007423401,650.0
35.79076862335205,650.0
35.853285789489746,650.0
35.90016722679138,651.0
35.947035789489746,650.0
36.00951862335205,605.0
36.056394815444946,327.0
36.10328507423401,326.0
36.16596484184265,332.0
36.21284556388855,331.0
36.2753586769104,330.0
36.32223582267761,331.0
36.36910390853882,330.0
36.41596555709839,331.0
36.478482484817505,330.0
36.52535605430603,332.0
36.58781838417053,339.0
36.65031814575195,335.0
36.7128381729126,437.0
36.75973176956177,649.0
36.82221484184265,650.0
36.86905884742737,650.0
36.91596579551697,647.0
36.978452920913696,355.0
37.02535438537598,324.0
37.08784079551697,331.0
37.134730100631714,334.0
37.18159079551697,333.0
37.259702920913696,314.0
37.32218813896179,320.0
37.384687662124634,329.0
37.44718790054321,327.0
37.52531337738037,328.0
37.603435039520264,327.0
37.66596746444702,328.0
37.712841510772705,325.0
37.77535104751587,328.0
37.83783984184265,244.0
37.88471722602844,215.0
38.08784103393555,192.0
38.150747299194336,320.0
38.2288556098938,651.0
38.275752782821655,649.0
38.338255405426025,649.0
38.38514232635498,649.0
38.44764566421509,650.0
38.494503021240234,650.0
38.541390895843506,650.0
38.60388708114624,651.0
38.65076732635498,651.0
38.713266134262085,649.0
38.760128021240234,650.0
38.80700182914734,650.0
38.86950421333313,650.0
38.9163932800293,650.0
38.96325349807739,499.0
39.025774002075195,316.0
39.07262897491455,332.0
39.13533401489258,333.0
39.182191371917725,329.0
39.24472737312317,334.0
39.29157543182373,330.0
39.33844470977783,332.0
39.40095853805542,330.0
39.4478325843811,330.0
39.51029419898987,329.0
39.557207345962524,331.0
39.619690895080566,212.0
39.68219017982483,50.0
39.74470400810242,143.0
39.791579246520996,411.0
39.85406708717346,402.0
39.900941133499146,648.0
39.963441133499146,650.0
40.01033115386963,649.0
40.057204723358154,651.0
40.11986255645752,650.0
40.16677117347717,650.0
40.229254961013794,651.0
40.27615547180176,651.0
40.33865284919739,651.0
40.38554406166077,649.0
40.43238043785095,650.0
